# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|        | CCD|360 |       |    |          |          |          |    |1996-10-16T10:27:45.216Z|313.66792  |-32.65439  |     |      |     UNK|18    |      |   R|        |      |      |    |      |     |                                                                        
    46P|        | CCD|360 |       |    |          |          |          |    |1996-10-16T10:39:30.240Z|313.66796  |-32.65369  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|360 |       |    |          |          |          |    |1996-10-16T10:48:30.240Z|313.66854  |-32.65311  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-01T01:05:26.016Z|315.72033  |-30.92119  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-02T01:14:40.704Z|315.92813  |-30.789    |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-02T03:09:52.704Z|315.9445   |-30.778    |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-03T00:27:06.912Z|316.13637  |-30.65975  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-04T01:28:48.288Z|316.36892  |-30.51778  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-04T03:05:18.816Z|316.38379  |-30.50836  |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
    46P|        | CCD|809 |       |    |          |          |          |    |1996-11-05T00:46:18.624Z|316.59417  |-30.3835   |     |      |     UNK|      |      |    |        |      |      |    |      |     |                                                                        
