# version=2017
provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA  |rmsDec |rmsCorr|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                              
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-15T20:26:47.702Z|269.79392  |+16.9655   |       |       |       |   Gaia2|18.5  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   |        | CMO|K87 |    |2024-08-15T20:28:15Z    |269.80719  |+16.97837  |0.31   |0.33   |       |  Gaia3E|18.8  |0.27  |   G|  Gaia3E| 5.9  |0.85  | 692|0.3   |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-15T20:30:09.878Z|269.78833  |+16.97761  |       |       |       |   Gaia2|18.3  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   |        | CMO|K87 |    |2024-08-15T20:42:27Z    |269.78257  |+17.02919  |0.17   |0.31   |       |  Gaia3E|18.2  |0.16  |   G|  Gaia3E| 5.9  |1.2   | 692|0.32  |K    |                                     
2024 PT5   |        | CCD|Z80 |    |2024-08-16T21:47:39.3Z  |269.05178  |+22.09369  |0.33   |0.33   |       |   Gaia2|18.8  |0.21  |   G|   Gaia2| 5.6  |0.7   |1000|0.18  |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-16T22:03:40.867Z|268.97092  |+22.13244  |       |       |       |   Gaia2|19.2  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   |        | CCD|Z80 |    |2024-08-16T22:03:49.2Z  |269.02768  |+22.14143  |0.35   |0.34   |       |   Gaia2|18.9  |0.19  |   G|   Gaia2| 5.6  |0.75  |1000|0.18  |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-16T22:10:56.237Z|268.96129  |+22.15303  |       |       |       |   Gaia2|18.7  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-16T22:25:25.939Z|268.94275  |+22.19375  |       |       |       |   Gaia2|18.9  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-16T22:32:40.618Z|268.93363  |+22.214    |       |       |       |   Gaia2|18.7  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|203 |    |2024-08-17T20:19:51.859Z|268.52537  |+26.08167  |       |       |       |   Gaia2|18.8  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|203 |    |2024-08-17T20:47:38.083Z|268.48012  |+26.1535   |       |       |       |   Gaia2|19.2  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-19T19:54:16.877Z|267.45629  |+32.88489  |       |       |       |   Gaia2|18.6  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-19T20:05:00.643Z|267.44142  |+32.90625  |       |       |       |   Gaia2|19.4  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-19T20:15:43.114Z|267.42671  |+32.92703  |       |       |       |   Gaia2|19.2  |      |   G|        |      |      |    |      |K    |                                     
